Dis No,Year,Seq,Disaster Group,Disaster Subgroup,Disaster Type,Country,ISO,Region,Continent,Dis Mag Scale,Start Year,Start Month,End Year,End Month,CPI
1980-0093-NIC,1980,93,Natural,Hydrological,Flood,Nicaragua,NIC,Central America,Americas,Km2,1980,10.0,1980,10.0,28.1588866338069
1980-0100-PER,1980,100,Natural,Geophysical,Earthquake,Peru,PER,South America,Americas,Richter,1980,11.0,1980,11.0,28.1588866338069
1980-0039-PER,1980,39,Natural,Hydrological,Flood,Peru,PER,South America,Americas,Km2,1980,4.0,1980,4.0,28.1588866338069
1981-9209-JAM,1981,9209,Natural,Climatological,Drought,Jamaica,JAM,Caribbean,Americas,Km2,1981,1.0,1983,,31.0690249461021
1981-0086-HND,1981,86,Natural,Hydrological,Flood,Honduras,HND,Central America,Americas,Km2,1981,10.0,1981,10.0,31.0690249461021
1981-0093-MEX,1981,93,Natural,Geophysical,Earthquake,Mexico,MEX,Central America,Americas,Richter,1981,10.0,1981,10.0,31.0690249461021
1981-0090-MEX,1981,90,Natural,Meteorological,Storm,Mexico,MEX,Central America,Americas,Kph,1981,10.0,1981,10.0,31.0690249461021
1981-0057-PER,1981,57,Natural,Geophysical,Earthquake,Peru,PER,South America,Americas,Richter,1981,6.0,1981,6.0,31.0690249461021
1981-0211-PER,1981,211,Natural,Geophysical,Earthquake,Peru,PER,South America,Americas,Richter,1981,4.0,1981,4.0,31.0690249461021
1981-0115-PER,1981,115,Natural,Hydrological,Landslide,Peru,PER,South America,Americas,,1981,12.0,1981,12.0,31.0690249461021
1981-0266-PER,1981,266,Natural,Hydrological,Flood,Peru,PER,South America,Americas,Km2,1981,3.0,1981,3.0,31.0690249461021
1981-0302-PRI,1981,302,Natural,Hydrological,Landslide,Puerto Rico,PRI,Caribbean,Americas,,1981,,1981,,31.0690249461021
1982-0061-HND,1982,61,Natural,Meteorological,Storm,Honduras,HND,Central America,Americas,Kph,1982,5.0,1982,5.0,32.9739978068293
1982-0291-MEX,1982,291,Natural,Geophysical,Earthquake,Mexico,MEX,Central America,Americas,Richter,1982,6.0,1982,6.0,32.9739978068293
1982-0039-MEX,1982,39,Natural,Geophysical,Volcanic activity,Mexico,MEX,Central America,Americas,,1982,3.0,1982,3.0,32.9739978068293
1982-0096-MEX,1982,96,Natural,Hydrological,Flood,Mexico,MEX,Central America,Americas,Km2,1982,9.0,1982,9.0,32.9739978068293
1982-0105-MEX,1982,105,Natural,Meteorological,Storm,Mexico,MEX,Central America,Americas,Kph,1982,9.0,1982,9.0,32.9739978068293
1982-0125-MEX,1982,125,Natural,Hydrological,Flood,Mexico,MEX,Central America,Americas,Km2,1982,11.0,1982,11.0,32.9739978068293
1982-0060-NIC,1982,60,Natural,Meteorological,Storm,Nicaragua,NIC,Central America,Americas,Kph,1982,5.0,1982,5.0,32.9739978068293
1982-0293-PER,1982,293,Natural,Geophysical,Earthquake,Peru,PER,South America,Americas,Richter,1982,3.0,1982,3.0,32.9739978068293
1982-0025-PER,1982,25,Natural,Hydrological,Flood,Peru,PER,South America,Americas,Km2,1982,1.0,1982,1.0,32.9739978068293
1982-0040-PER,1982,40,Natural,Hydrological,Landslide,Peru,PER,South America,Americas,,1982,3.0,1982,3.0,32.9739978068293
1982-0050-PER,1982,50,Natural,Hydrological,Flood,Peru,PER,South America,Americas,Km2,1982,4.0,1982,4.0,32.9739978068293
1982-0066-PRY,1982,66,Natural,Hydrological,Flood,Paraguay,PRY,South America,Americas,Km2,1982,6.0,1982,6.0,32.9739978068293
1983-9331-PAN,1983,9331,Natural,Climatological,Drought,Panama,PAN,Central America,Americas,Km2,1983,5.0,1983,,34.033263629163
1983-0118-LCA,1983,118,Natural,Meteorological,Storm,Saint Lucia,LCA,Caribbean,Americas,Kph,1983,9.0,1983,9.0,34.033263629163
1983-0329-MEX,1983,329,Natural,Meteorological,Storm,Mexico,MEX,Central America,Americas,Kph,1983,12.0,1983,12.0,34.033263629163
1983-0107-MEX,1983,107,Natural,Hydrological,Landslide,Mexico,MEX,Central America,Americas,,1983,8.0,1983,8.0,34.033263629163
1983-0134-MEX,1983,134,Natural,Meteorological,Storm,Mexico,MEX,Central America,Americas,Kph,1983,10.0,1983,10.0,34.033263629163
1983-0070-PER,1983,70,Natural,Geophysical,Earthquake,Peru,PER,South America,Americas,Richter,1983,4.0,1983,4.0,34.033263629163
1983-0005-PER,1983,5,Natural,Hydrological,Landslide,Peru,PER,South America,Americas,,1983,1.0,1983,1.0,34.033263629163
1983-0333-PER,1983,333,Natural,Hydrological,Landslide,Peru,PER,South America,Americas,,1983,3.0,1983,3.0,34.033263629163
1983-0011-PER,1983,11,Natural,Meteorological,Extreme temperature,Peru,PER,South America,Americas,Â°C,1983,1.0,1983,1.0,34.033263629163
1983-9007-PER,1983,9007,Natural,Climatological,Drought,Peru,PER,South America,Americas,Km2,1983,1.0,1983,,34.033263629163
1983-9332-PRY,1983,9332,Natural,Climatological,Drought,Paraguay,PRY,South America,Americas,Km2,1983,6.0,1983,,34.033263629163
1983-0040-PRY,1983,40,Natural,Hydrological,Flood,Paraguay,PRY,South America,Americas,Km2,1983,2.0,1983,2.0,34.033263629163
1984-0238-HND,1984,238,Natural,Hydrological,Flood,Honduras,HND,Central America,Americas,Km2,1984,10.0,1984,10.0,35.4968811298231
1984-0242-KNA,1984,242,Natural,Meteorological,Storm,Saint Kitts and Nevis,KNA,Caribbean,Americas,Kph,1984,11.0,1984,11.0,35.4968811298231
1984-0117-MEX,1984,117,Natural,Hydrological,Flood,Mexico,MEX,Central America,Americas,Km2,1984,12.0,1984,12.0,35.4968811298231
1984-0078-MEX,1984,78,Natural,Meteorological,Storm,Mexico,MEX,Central America,Americas,Kph,1984,9.0,1984,9.0,35.4968811298231
1984-0098-PAN,1984,98,Natural,Hydrological,Flood,Panama,PAN,Central America,Americas,Km2,1984,10.0,1984,10.0,35.4968811298231
1984-0026-PER,1984,26,Natural,Hydrological,Landslide,Peru,PER,South America,Americas,,1984,3.0,1984,3.0,35.4968811298231
1985-0133-JAM,1985,133,Natural,Meteorological,Storm,Jamaica,JAM,Caribbean,Americas,Kph,1985,11.0,1985,11.0,36.7554679439105
1985-0109-MEX,1985,109,Natural,Geophysical,Earthquake,Mexico,MEX,Central America,Americas,Richter,1985,9.0,1985,9.0,36.7554679439105
1985-0191-PER,1985,191,Natural,Geophysical,Earthquake,Peru,PER,South America,Americas,Richter,1985,8.0,1985,8.0,36.7554679439105
1985-0071-PER,1985,71,Natural,Geophysical,Mass movement (dry),Peru,PER,South America,Americas,,1985,6.0,1985,6.0,36.7554679439105
1985-0239-PER,1985,239,Natural,Hydrological,Landslide,Peru,PER,South America,Americas,,1985,4.0,1985,4.0,36.7554679439105
1985-0237-PER,1985,237,Natural,Hydrological,Landslide,Peru,PER,South America,Americas,,1985,2.0,1985,2.0,36.7554679439105
1985-0354-PRI,1985,354,Natural,Hydrological,Landslide,Puerto Rico,PRI,Caribbean,Americas,,1985,10.0,1985,10.0,36.7554679439105
1985-0345-PRI,1985,345,Natural,Hydrological,Flood,Puerto Rico,PRI,Caribbean,Americas,Km2,1985,10.0,1985,10.0,36.7554679439105
1986-0093-HND,1986,93,Natural,Hydrological,Flood,Honduras,HND,Central America,Americas,Km2,1986,8.0,1986,8.0,37.4531116621934
1986-0125-HTI,1986,125,Natural,Hydrological,Flood,Haiti,HTI,Caribbean,Americas,Km2,1986,10.0,1986,10.0,37.4531116621934
1986-0070-HTI,1986,70,Natural,Hydrological,Flood,Haiti,HTI,Caribbean,Americas,Km2,1986,6.0,1986,6.0,37.4531116621934
1986-0060-JAM,1986,60,Natural,Hydrological,Flood,Jamaica,JAM,Caribbean,Americas,Km2,1986,5.0,1986,5.0,37.4531116621934
1986-0112-LCA,1986,112,Natural,Meteorological,Storm,Saint Lucia,LCA,Caribbean,Americas,Kph,1986,9.0,1986,9.0,37.4531116621934
1986-0233-MEX,1986,233,Natural,Hydrological,Flood,Mexico,MEX,Central America,Americas,Km2,1986,9.0,1986,9.0,37.4531116621934
1986-0119-PAN,1986,119,Natural,Hydrological,Flood,Panama,PAN,Central America,Americas,Km2,1986,10.0,1986,10.0,37.4531116621934
1986-0051-PER,1986,51,Natural,Geophysical,Earthquake,Peru,PER,South America,Americas,Richter,1986,4.0,1986,4.0,37.4531116621934
1986-0150-PER,1986,150,Natural,Geophysical,Earthquake,Peru,PER,South America,Americas,Richter,1986,1.0,1986,1.0,37.4531116621934
1986-0027-PER,1986,27,Natural,Hydrological,Flood,Peru,PER,South America,Americas,Km2,1986,2.0,1986,2.0,37.4531116621934
1986-0041-PER,1986,41,Natural,Hydrological,Landslide,Peru,PER,South America,Americas,,1986,3.0,1986,3.0,37.4531116621934
1987-0127-HTI,1987,127,Natural,Hydrological,Flood,Haiti,HTI,Caribbean,Americas,Km2,1987,7.0,1987,7.0,38.8256008137732
1987-0222-HTI,1987,222,Natural,Hydrological,Flood,Haiti,HTI,Caribbean,Americas,Km2,1987,12.0,1987,12.0,38.8256008137732
1987-0256-HTI,1987,256,Natural,Hydrological,Flood,Haiti,HTI,Caribbean,Americas,Km2,1987,4.0,1987,4.0,38.8256008137732
1987-0257-HTI,1987,257,Natural,Hydrological,Flood,Haiti,HTI,Caribbean,Americas,Km2,1987,5.0,1987,5.0,38.8256008137732
1987-0326-JAM,1987,326,Natural,Hydrological,Flood,Jamaica,JAM,Caribbean,Americas,Km2,1987,11.0,1987,11.0,38.8256008137732
1987-0089-KNA,1987,89,Natural,Hydrological,Flood,Saint Kitts and Nevis,KNA,Caribbean,Americas,Km2,1987,5.0,1987,5.0,38.8256008137732
1987-0536-LCA,1987,536,Natural,Meteorological,Storm,Saint Lucia,LCA,Caribbean,Americas,Kph,1987,9.0,1987,9.0,38.8256008137732
1987-0254-MEX,1987,254,Natural,Geophysical,Earthquake,Mexico,MEX,Central America,Americas,Richter,1987,11.0,1987,11.0,38.8256008137732
1987-0111-MEX,1987,111,Natural,Hydrological,Flood,Mexico,MEX,Central America,Americas,Km2,1987,6.0,1987,6.0,38.8256008137732
1987-0583-MEX,1987,583,Natural,Hydrological,Flood,Mexico,MEX,Central America,Americas,Km2,1987,9.0,1987,9.0,38.8256008137732
1987-0023-PER,1987,23,Natural,Hydrological,Flood,Peru,PER,South America,Americas,Km2,1987,2.0,1987,2.0,38.8256008137732
1987-0050-PER,1987,50,Natural,Hydrological,Landslide,Peru,PER,South America,Americas,,1987,1.0,1987,1.0,38.8256008137732
1987-0225-PER,1987,225,Natural,Hydrological,Landslide,Peru,PER,South America,Americas,,1987,12.0,1987,12.0,38.8256008137732
1987-0073-PER,1987,73,Natural,Hydrological,Flood,Peru,PER,South America,Americas,Km2,1987,3.0,1987,3.0,38.8256008137732
1988-0674-LCA,1988,674,Natural,Meteorological,Storm,Saint Lucia,LCA,Caribbean,Americas,Kph,1988,9.0,1988,9.0,40.4088060501708
1988-0430-MEX,1988,430,Natural,Meteorological,Storm,Mexico,MEX,Central America,Americas,Kph,1988,9.0,1988,9.0,40.4088060501708
1988-0431-HND,1988,431,Natural,Hydrological,Flood,Honduras,HND,Central America,Americas,Km2,1988,9.0,1988,9.0,40.4088060501708
1988-0333-HND,1988,333,Natural,Hydrological,Flood,Honduras,HND,Central America,Americas,Km2,1988,8.0,1988,8.0,40.4088060501708
1988-0484-HND,1988,484,Natural,Meteorological,Storm,Honduras,HND,Central America,Americas,Kph,1988,10.0,1988,10.0,40.4088060501708
1988-0424-HTI,1988,424,Natural,Meteorological,Storm,Haiti,HTI,Caribbean,Americas,Kph,1988,9.0,1988,9.0,40.4088060501708
1988-0060-HTI,1988,60,Natural,Hydrological,Flood,Haiti,HTI,Caribbean,Americas,Km2,1988,1.0,1988,1.0,40.4088060501708
1988-0594-HTI,1988,594,Natural,Hydrological,Flood,Haiti,HTI,Caribbean,Americas,Km2,1988,6.0,1988,6.0,40.4088060501708
1988-0596-HTI,1988,596,Natural,Hydrological,Flood,Haiti,HTI,Caribbean,Americas,Km2,1988,9.0,1988,9.0,40.4088060501708
1988-0597-HTI,1988,597,Natural,Hydrological,Flood,Haiti,HTI,Caribbean,Americas,Km2,1988,10.0,1988,10.0,40.4088060501708
1988-0427-JAM,1988,427,Natural,Meteorological,Storm,Jamaica,JAM,Caribbean,Americas,Kph,1988,9.0,1988,9.0,40.4088060501708
1988-0061-JAM,1988,61,Natural,Hydrological,Flood,Jamaica,JAM,Caribbean,Americas,Km2,1988,1.0,1988,1.0,40.4088060501708
1988-0631-MEX,1988,631,Natural,Meteorological,Storm,Mexico,MEX,Central America,Americas,Kph,1988,9.0,1988,9.0,40.4088060501708
1988-0029-MEX,1988,29,Natural,Meteorological,Extreme temperature,Mexico,MEX,Central America,Americas,Â°C,1988,1.0,1988,1.0,40.4088060501708
1988-9181-MEX,1988,9181,Natural,Climatological,Drought,Mexico,MEX,Central America,Americas,Km2,1988,5.0,1988,,40.4088060501708
1988-0045-MEX,1988,45,Natural,Meteorological,Storm,Mexico,MEX,Central America,Americas,Kph,1988,1.0,1988,1.0,40.4088060501708
1988-0481-NIC,1988,481,Natural,Meteorological,Storm,Nicaragua,NIC,Central America,Americas,Kph,1988,10.0,1988,10.0,40.4088060501708
1988-0478-PAN,1988,478,Natural,Meteorological,Storm,Panama,PAN,Central America,Americas,Kph,1988,10.0,1988,10.0,40.4088060501708
1988-0093-PER,1988,93,Natural,Hydrological,Flood,Peru,PER,South America,Americas,Km2,1988,2.0,1988,2.0,40.4088060501708
1988-0063-PER,1988,63,Natural,Biological,Epidemic,Peru,PER,South America,Americas,Vaccinated,1988,2.0,1988,2.0,40.4088060501708
1988-0454-PER,1988,454,Natural,Biological,Epidemic,Peru,PER,South America,Americas,Vaccinated,1988,10.0,1988,10.0,40.4088060501708
1988-0101-PER,1988,101,Natural,Hydrological,Landslide,Peru,PER,South America,Americas,,1988,2.0,1988,2.0,40.4088060501708
1988-0233-PRY,1988,233,Natural,Hydrological,Flood,Paraguay,PRY,South America,Americas,Km2,1988,5.0,1988,5.0,40.4088060501708
1989-0006-PER,1989,6,Natural,Hydrological,Flood,Peru,PER,South America,Americas,Km2,1989,2.0,1989,2.0,42.3593430854381
1978-0257-USA,1978,257,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,1978,1.0,1978,1.0,22.2901950366959
1978-0258-USA,1978,258,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,1978,2.0,1978,2.0,22.2901950366959
1978-0259-USA,1978,259,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,1978,3.0,1978,3.0,22.2901950366959
1978-0261-USA,1978,261,Natural,Hydrological,Flood,United States of America (the),USA,Northern America,Americas,Km2,1978,8.0,1978,8.0,22.2901950366959
1979-0034-USA,1979,34,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,1979,4.0,1979,4.0,24.7988405675032
1979-0256-USA,1979,256,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,1979,4.0,1979,4.0,24.7988405675032
1979-0088-USA,1979,88,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,1979,9.0,1979,9.0,24.7988405675032
1979-0272-USA,1979,272,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,1979,1.0,1979,1.0,24.7988405675032
1979-0035-VCT,1979,35,Natural,Geophysical,Volcanic activity,Saint Vincent and the Grenadines,VCT,Caribbean,Americas,,1979,4.0,1979,4.0,24.7988405675032
1980-0063-USA,1980,63,Natural,Meteorological,Extreme temperature,United States of America (the),USA,Northern America,Americas,Â°C,1980,6.0,1980,9.0,28.1588866338069
1980-0080-USA,1980,80,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,1980,8.0,1980,8.0,28.1588866338069
1980-0047-USA,1980,47,Natural,Geophysical,Volcanic activity,United States of America (the),USA,Northern America,Americas,,1980,5.0,1980,5.0,28.1588866338069
1980-0299-USA,1980,299,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,1980,5.0,1980,5.0,28.1588866338069
1980-0300-USA,1980,300,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,1980,6.0,1980,6.0,28.1588866338069
1980-0257-USA,1980,257,Natural,Hydrological,Flood,United States of America (the),USA,Northern America,Americas,Km2,1980,11.0,1980,11.0,28.1588866338069
1980-0294-USA,1980,294,Natural,Hydrological,Flood,United States of America (the),USA,Northern America,Americas,Km2,1980,2.0,1980,2.0,28.1588866338069
1980-0295-USA,1980,295,Natural,Hydrological,Flood,United States of America (the),USA,Northern America,Americas,Km2,1980,2.0,1980,2.0,28.1588866338069
1980-0077-VCT,1980,77,Natural,Meteorological,Storm,Saint Vincent and the Grenadines,VCT,Caribbean,Americas,Kph,1980,7.0,1980,8.0,28.1588866338069
1980-0184-VEN,1980,184,Natural,Geophysical,Earthquake,Venezuela (Bolivarian Republic of),VEN,South America,Americas,Richter,1980,11.0,1980,11.0,28.1588866338069
1981-0049-USA,1981,49,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,1981,5.0,1981,5.0,31.0690249461021
1981-0058-USA,1981,58,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,1981,6.0,1981,6.0,31.0690249461021
1981-0275-USA,1981,275,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,1981,5.0,1981,5.0,31.0690249461021
1981-0299-USA,1981,299,Natural,Hydrological,Flood,United States of America (the),USA,Northern America,Americas,Km2,1981,,1981,,31.0690249461021
1981-0044-VEN,1981,44,Natural,Hydrological,Landslide,Venezuela (Bolivarian Republic of),VEN,South America,Americas,,1981,4.0,1981,4.0,31.0690249461021
1982-0081-SLV,1982,81,Natural,Geophysical,Earthquake,El Salvador,SLV,Central America,Americas,Richter,1982,6.0,1982,6.0,32.9739978068293
1982-9286-SLV,1982,9286,Natural,Climatological,Drought,El Salvador,SLV,Central America,Americas,Km2,1982,7.0,1982,,32.9739978068293
1982-0102-SLV,1982,102,Natural,Hydrological,Flood,El Salvador,SLV,Central America,Americas,Km2,1982,9.0,1982,9.0,32.9739978068293
1982-0046-USA,1982,46,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,1982,4.0,1982,4.0,32.9739978068293
1982-0361-USA,1982,361,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,1982,5.0,1982,5.0,32.9739978068293
1982-0359-USA,1982,359,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,1982,4.0,1982,4.0,32.9739978068293
1982-0381-USA,1982,381,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,1982,12.0,1982,12.0,32.9739978068293
1982-0124-USA,1982,124,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,1982,11.0,1982,11.0,32.9739978068293
1982-0019-USA,1982,19,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,1982,1.0,1982,1.0,32.9739978068293
1982-0020-USA,1982,20,Natural,Hydrological,Flood,United States of America (the),USA,Northern America,Americas,Km2,1982,,1982,,32.9739978068293
1982-0353-USA,1982,353,Natural,Hydrological,Flood,United States of America (the),USA,Northern America,Americas,Km2,1982,1.0,1982,1.0,32.9739978068293
1982-0357-USA,1982,357,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,1982,3.0,1982,3.0,32.9739978068293
1982-0372-USA,1982,372,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,1982,9.0,1982,9.0,32.9739978068293
1982-0379-USA,1982,379,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,1982,11.0,1982,11.0,32.9739978068293
1982-0380-USA,1982,380,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,1982,12.0,1982,12.0,32.9739978068293
1982-0382-USA,1982,382,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,1982,1.0,1982,1.0,32.9739978068293
1983-0197-USA,1983,197,Natural,Geophysical,Earthquake,United States of America (the),USA,Northern America,Americas,Richter,1983,11.0,1983,11.0,34.033263629163
1983-0174-USA,1983,174,Natural,Geophysical,Earthquake,United States of America (the),USA,Northern America,Americas,Richter,1983,5.0,1983,5.0,34.033263629163
1983-0514-USA,1983,514,Natural,Geophysical,Earthquake,United States of America (the),USA,Northern America,Americas,Richter,1983,10.0,1983,10.0,34.033263629163
1983-0110-USA,1983,110,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,1983,8.0,1983,8.0,34.033263629163
1983-0503-USA,1983,503,Natural,Meteorological,Extreme temperature,United States of America (the),USA,Northern America,Americas,Â°C,1983,7.0,1983,7.0,34.033263629163
1983-0036-USA,1983,36,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,1983,,1983,,34.033263629163
1983-0159-USA,1983,159,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,1983,12.0,1983,12.0,34.033263629163
1983-0471-USA,1983,471,Natural,Hydrological,Flood,United States of America (the),USA,Northern America,Americas,Km2,1983,4.0,1983,4.0,34.033263629163
1983-0473-USA,1983,473,Natural,Hydrological,Flood,United States of America (the),USA,Northern America,Americas,Km2,1983,10.0,1983,10.0,34.033263629163
1983-0476-USA,1983,476,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,1983,3.0,1983,3.0,34.033263629163
1983-0478-USA,1983,478,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,1983,5.0,1983,5.0,34.033263629163
1983-0492-USA,1983,492,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,1983,11.0,1983,11.0,34.033263629163
1984-0030-USA,1984,30,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,1984,3.0,1984,3.0,35.4968811298231
1984-0055-USA,1984,55,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,1984,6.0,1984,6.0,35.4968811298231
