Dis No,Year,Seq,Disaster Group,Disaster Subgroup,Disaster Type,Country,ISO,Region,Continent,Dis Mag Scale,Start Year,Start Month,End Year,End Month,CPI
1999-0327-USA,1999,327,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,1999,9.0,1999,9.0,56.9185870408555
1999-0362-PAN,1999,362,Natural,Hydrological,Flood,Panama,PAN,Central America,Americas,Km2,1999,9.0,1999,10.0,56.9185870408555
1999-0598-PAN,1999,598,Natural,Hydrological,Flood,Panama,PAN,Central America,Americas,Km2,1999,12.0,1999,12.0,56.9185870408555
1999-0434-PER,1999,434,Natural,Geophysical,Earthquake,Peru,PER,South America,Americas,Richter,1999,10.0,1999,10.0,56.9185870408555
1999-0563-PER,1999,563,Natural,Hydrological,Landslide,Peru,PER,South America,Americas,,1999,11.0,1999,11.0,56.9185870408555
1999-0160-PER,1999,160,Natural,Hydrological,Flood,Peru,PER,South America,Americas,Km2,1999,3.0,1999,3.0,56.9185870408555
1999-0704-PER,1999,704,Natural,Hydrological,Flood,Peru,PER,South America,Americas,Km2,1999,5.0,1999,5.0,56.9185870408555
1999-0557-PRI,1999,557,Natural,Meteorological,Storm,Puerto Rico,PRI,Caribbean,Americas,Kph,1999,11.0,1999,11.0,56.9185870408555
1999-0741-PRY,1999,741,Natural,Biological,Epidemic,Paraguay,PRY,South America,Americas,Vaccinated,1999,2.0,2000,4.0,56.9185870408555
1999-0349-SLV,1999,349,Natural,Hydrological,Flood,El Salvador,SLV,Central America,Americas,Km2,1999,9.0,1999,9.0,56.9185870408555
1999-0337-URY,1999,337,Natural,Meteorological,Storm,Uruguay,URY,South America,Americas,Kph,1999,6.0,1999,6.0,56.9185870408555
1999-0042-USA,1999,42,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,1999,1.0,1999,1.0,56.9185870408555
1999-0109-USA,1999,109,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,1999,4.0,1999,4.0,56.9185870408555
1999-0167-USA,1999,167,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,1999,5.0,1999,5.0,56.9185870408555
1999-0266-USA,1999,266,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,1999,8.0,1999,8.0,56.9185870408555
1999-0618-USA,1999,618,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,1999,5.0,1999,5.0,56.9185870408555
1999-0298-USA,1999,298,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,1999,8.0,1999,8.0,56.9185870408555
1999-0435-USA,1999,435,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,1999,10.0,1999,10.0,56.9185870408555
1999-0619-USA,1999,619,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,1999,8.0,1999,9.0,56.9185870408555
1999-0112-USA,1999,112,Natural,Climatological,Wildfire,United States of America (the),USA,Northern America,Americas,Km2,1999,4.0,1999,4.0,56.9185870408555
1999-0297-USA,1999,297,Natural,Climatological,Wildfire,United States of America (the),USA,Northern America,Americas,Km2,1999,8.0,1999,8.0,56.9185870408555
1999-0094-USA,1999,94,Natural,Climatological,Wildfire,United States of America (the),USA,Northern America,Americas,Km2,1999,3.0,1999,3.0,56.9185870408555
1999-9358-USA,1999,9358,Natural,Climatological,Drought,United States of America (the),USA,Northern America,Americas,Km2,1999,7.0,1999,,56.9185870408555
1999-0088-USA,1999,88,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,1999,3.0,1999,3.0,56.9185870408555
1999-0740-USA,1999,740,Natural,Hydrological,Flood,United States of America (the),USA,Northern America,Americas,Km2,1999,11.0,1999,11.0,56.9185870408555
1999-0614-VCT,1999,614,Natural,Meteorological,Storm,Saint Vincent and the Grenadines,VCT,Caribbean,Americas,Kph,1999,11.0,1999,11.0,56.9185870408555
1999-0282-VEN,1999,282,Natural,Hydrological,Flood,Venezuela (Bolivarian Republic of),VEN,South America,Americas,Km2,1999,8.0,1999,8.0,56.9185870408555
1999-0547-VEN,1999,547,Natural,Hydrological,Flood,Venezuela (Bolivarian Republic of),VEN,South America,Americas,Km2,1999,12.0,1999,12.0,56.9185870408555
1999-0124-VEN,1999,124,Natural,Hydrological,Flood,Venezuela (Bolivarian Republic of),VEN,South America,Americas,Km2,1999,4.0,1999,4.0,56.9185870408555
1999-0557-VIR,1999,557,Natural,Meteorological,Storm,Virgin Island (U.S.),VIR,Caribbean,Americas,Kph,1999,11.0,1999,11.0,56.9185870408555
2000-0129-PER,2000,129,Natural,Hydrological,Flood,Peru,PER,South America,Americas,Km2,2000,3.0,2000,3.0,58.8406484917497
2000-0080-USA,2000,80,Natural,Hydrological,Flood,United States of America (the),USA,Northern America,Americas,Km2,2000,2.0,2000,2.0,58.8406484917497
2000-0500-USA,2000,500,Natural,Hydrological,Flood,United States of America (the),USA,Northern America,Americas,Km2,2000,8.0,2000,8.0,58.8406484917497
2000-0919-USA,2000,919,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,2000,1.0,2000,1.0,58.8406484917497
2000-9712-USA,2000,9712,Natural,Climatological,Drought,United States of America (the),USA,Northern America,Americas,Km2,2000,11.0,2000,,58.8406484917497
2000-0838-USA,2000,838,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,2000,12.0,2000,12.0,58.8406484917497
2000-0627-PAN,2000,627,Natural,Hydrological,Flood,Panama,PAN,Central America,Americas,Km2,2000,9.0,2000,9.0,58.8406484917497
2000-0586-PER,2000,586,Natural,Hydrological,Landslide,Peru,PER,South America,Americas,,2000,9.0,2000,9.0,58.8406484917497
2000-0403-PER,2000,403,Natural,Biological,Insect infestation,Peru,PER,South America,Americas,,2000,6.0,2000,6.0,58.8406484917497
2000-0486-PRY,2000,486,Natural,Meteorological,Extreme temperature,Paraguay,PRY,South America,Americas,Â°C,2000,7.0,2000,7.0,58.8406484917497
2000-0595-SLV,2000,595,Natural,Hydrological,Flood,El Salvador,SLV,Central America,Americas,Km2,2000,9.0,2000,9.0,58.8406484917497
2000-0645-SLV,2000,645,Natural,Meteorological,Storm,El Salvador,SLV,Central America,Americas,Kph,2000,10.0,2000,10.0,58.8406484917497
2000-0882-SLV,2000,882,Natural,Biological,Epidemic,El Salvador,SLV,Central America,Americas,Vaccinated,2000,9.0,2000,9.0,58.8406484917497
2000-0422-URY,2000,422,Natural,Meteorological,Extreme temperature,Uruguay,URY,South America,Americas,Â°C,2000,7.0,2000,7.0,58.8406484917497
2000-0275-URY,2000,275,Natural,Hydrological,Flood,Uruguay,URY,South America,Americas,Km2,2000,5.0,2000,5.0,58.8406484917497
2000-0840-URY,2000,840,Natural,Meteorological,Storm,Uruguay,URY,South America,Americas,Kph,2000,12.0,2000,12.0,58.8406484917497
2000-0021-USA,2000,21,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,2000,1.0,2000,1.0,58.8406484917497
2000-0067-USA,2000,67,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,2000,2.0,2000,2.0,58.8406484917497
2000-0175-USA,2000,175,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,2000,3.0,2000,3.0,58.8406484917497
2000-0338-USA,2000,338,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,2000,5.0,2000,5.0,58.8406484917497
2000-0463-USA,2000,463,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,2000,7.0,2000,7.0,58.8406484917497
2000-0614-USA,2000,614,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,2000,9.0,2000,9.0,58.8406484917497
2000-0756-USA,2000,756,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,2000,11.0,2000,11.0,58.8406484917497
2000-0360-USA,2000,360,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,2000,5.0,2000,5.0,58.8406484917497
2000-0598-USA,2000,598,Natural,Geophysical,Earthquake,United States of America (the),USA,Northern America,Americas,Richter,2000,9.0,2000,9.0,58.8406484917497
2000-0232-USA,2000,232,Natural,Hydrological,Flood,United States of America (the),USA,Northern America,Americas,Km2,2000,5.0,2000,5.0,58.8406484917497
2000-0271-USA,2000,271,Natural,Hydrological,Flood,United States of America (the),USA,Northern America,Americas,Km2,2000,5.0,2000,5.0,58.8406484917497
2000-0865-USA,2000,865,Natural,Hydrological,Flood,United States of America (the),USA,Northern America,Americas,Km2,2000,11.0,2000,11.0,58.8406484917497
2000-0937-USA,2000,937,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,2000,12.0,2000,12.0,58.8406484917497
2000-0652-USA,2000,652,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,2000,10.0,2000,10.0,58.8406484917497
2000-0433-USA,2000,433,Natural,Meteorological,Extreme temperature,United States of America (the),USA,Northern America,Americas,Â°C,2000,7.0,2000,7.0,58.8406484917497
2000-0128-USA,2000,128,Natural,Climatological,Wildfire,United States of America (the),USA,Northern America,Americas,Km2,2000,2.0,2000,2.0,58.8406484917497
2000-0240-USA,2000,240,Natural,Climatological,Wildfire,United States of America (the),USA,Northern America,Americas,Km2,2000,5.0,2000,9.0,58.8406484917497
2000-0279-USA,2000,279,Natural,Climatological,Wildfire,United States of America (the),USA,Northern America,Americas,Km2,2000,5.0,2000,5.0,58.8406484917497
2000-0363-USA,2000,363,Natural,Climatological,Wildfire,United States of America (the),USA,Northern America,Americas,Km2,2000,6.0,2000,6.0,58.8406484917497
2000-0406-USA,2000,406,Natural,Climatological,Wildfire,United States of America (the),USA,Northern America,Americas,Km2,2000,6.0,2000,6.0,58.8406484917497
2000-0450-USA,2000,450,Natural,Climatological,Wildfire,United States of America (the),USA,Northern America,Americas,Km2,2000,7.0,2000,7.0,58.8406484917497
2000-0465-USA,2000,465,Natural,Climatological,Wildfire,United States of America (the),USA,Northern America,Americas,Km2,2000,7.0,2000,8.0,58.8406484917497
2000-9339-USA,2000,9339,Natural,Climatological,Drought,United States of America (the),USA,Northern America,Americas,Km2,2000,6.0,2002,,58.8406484917497
2000-0296-USA,2000,296,Natural,Hydrological,Flood,United States of America (the),USA,Northern America,Americas,Km2,2000,5.0,2000,5.0,58.8406484917497
2000-0297-USA,2000,297,Natural,Hydrological,Flood,United States of America (the),USA,Northern America,Americas,Km2,2000,5.0,2000,5.0,58.8406484917497
2000-0502-USA,2000,502,Natural,Hydrological,Flood,United States of America (the),USA,Northern America,Americas,Km2,2000,7.0,2000,7.0,58.8406484917497
2000-0735-VEN,2000,735,Natural,Hydrological,Flood,Venezuela (Bolivarian Republic of),VEN,South America,Americas,Km2,2000,11.0,2000,11.0,58.8406484917497
2000-0650-VEN,2000,650,Natural,Hydrological,Flood,Venezuela (Bolivarian Republic of),VEN,South America,Americas,Km2,2000,10.0,2000,10.0,58.8406484917497
2001-0013-SLV,2001,13,Natural,Geophysical,Earthquake,El Salvador,SLV,Central America,Americas,Richter,2001,1.0,2001,1.0,60.5035788853056
2001-0042-SLV,2001,42,Natural,Geophysical,Earthquake,El Salvador,SLV,Central America,Americas,Richter,2001,2.0,2001,2.0,60.5035788853056
2001-0696-BRA,2001,696,Natural,Hydrological,Flood,Brazil,BRA,South America,Americas,Km2,2001,12.0,2001,12.0,60.5035788853056
2001-0723-BRA,2001,723,Natural,Hydrological,Flood,Brazil,BRA,South America,Americas,Km2,2001,11.0,2001,11.0,60.5035788853056
2001-0106-USA,2001,106,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,2001,2.0,2001,2.0,60.5035788853056
2001-0102-USA,2001,102,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,2001,2.0,2001,2.0,60.5035788853056
2001-0099-USA,2001,99,Natural,Geophysical,Earthquake,United States of America (the),USA,Northern America,Americas,Richter,2001,2.0,2001,2.0,60.5035788853056
2001-0582-ARG,2001,582,Natural,Hydrological,Flood,Argentina,ARG,South America,Americas,Km2,2001,10.0,2001,12.0,60.5035788853056
2001-0377-ARG,2001,377,Natural,Meteorological,Extreme temperature,Argentina,ARG,South America,Americas,Â°C,2001,7.0,2001,7.0,60.5035788853056
2001-0442-ARG,2001,442,Natural,Climatological,Wildfire,Argentina,ARG,South America,Americas,Km2,2001,8.0,2001,8.0,60.5035788853056
2001-0121-ARG,2001,121,Natural,Hydrological,Flood,Argentina,ARG,South America,Americas,Km2,2001,3.0,2001,3.0,60.5035788853056
2001-0147-ARG,2001,147,Natural,Meteorological,Storm,Argentina,ARG,South America,Americas,Kph,2001,4.0,2001,4.0,60.5035788853056
2001-0401-ARG,2001,401,Natural,Hydrological,Flood,Argentina,ARG,South America,Americas,Km2,2001,7.0,2001,7.0,60.5035788853056
2001-0671-BHS,2001,671,Natural,Meteorological,Storm,Bahamas (the),BHS,Caribbean,Americas,Kph,2001,11.0,2001,11.0,60.5035788853056
2001-0553-BLZ,2001,553,Natural,Meteorological,Storm,Belize,BLZ,Central America,Americas,Kph,2001,10.0,2001,10.0,60.5035788853056
2001-0736-BLZ,2001,736,Natural,Meteorological,Storm,Belize,BLZ,Central America,Americas,Kph,2001,8.0,2001,8.0,60.5035788853056
2001-0482-BOL,2001,482,Natural,Meteorological,Extreme temperature,Bolivia (Plurinational State of),BOL,South America,Americas,Â°C,2001,7.0,2001,7.0,60.5035788853056
2001-0544-BRA,2001,544,Natural,Meteorological,Storm,Brazil,BRA,South America,Americas,Kph,2001,9.0,2001,10.0,60.5035788853056
2001-0213-BRA,2001,213,Natural,Hydrological,Flood,Brazil,BRA,South America,Americas,Km2,2001,4.0,2001,4.0,60.5035788853056
2001-9394-BRA,2001,9394,Natural,Climatological,Drought,Brazil,BRA,South America,Americas,Km2,2001,6.0,2001,,60.5035788853056
2001-0340-CAN,2001,340,Natural,Climatological,Wildfire,Canada,CAN,Northern America,Americas,Km2,2001,5.0,2001,5.0,60.5035788853056
2001-0203-CAN,2001,203,Natural,Biological,Epidemic,Canada,CAN,Northern America,Americas,Vaccinated,2001,4.0,2001,4.0,60.5035788853056
2001-0285-CHL,2001,285,Natural,Meteorological,Storm,Chile,CHL,South America,Americas,Kph,2001,5.0,2001,5.0,60.5035788853056
2001-0365-CHL,2001,365,Natural,Hydrological,Flood,Chile,CHL,South America,Americas,Km2,2001,5.0,2001,5.0,60.5035788853056
2001-0471-CHL,2001,471,Natural,Hydrological,Flood,Chile,CHL,South America,Americas,Km2,2001,7.0,2001,7.0,60.5035788853056
2002-0368-ARG,2002,368,Natural,Geophysical,Earthquake,Argentina,ARG,South America,Americas,Richter,2002,5.0,2002,5.0,61.4631882611914
2002-0082-BRA,2002,82,Natural,Hydrological,Flood,Brazil,BRA,South America,Americas,Km2,2002,2.0,2002,2.0,61.4631882611914
2002-0403-BRA,2002,403,Natural,Hydrological,Flood,Brazil,BRA,South America,Americas,Km2,2002,6.0,2002,6.0,61.4631882611914
2002-0110-BOL,2002,110,Natural,Hydrological,Flood,Bolivia (Plurinational State of),BOL,South America,Americas,Km2,2002,2.0,2002,2.0,61.4631882611914
2002-0322-CHL,2002,322,Natural,Hydrological,Flood,Chile,CHL,South America,Americas,Km2,2002,5.0,2002,6.0,61.4631882611914
2002-0824-BRA,2002,824,Natural,Hydrological,Landslide,Brazil,BRA,South America,Americas,,2002,12.0,2002,12.0,61.4631882611914
2002-0848-ARG,2002,848,Natural,Hydrological,Flood,Argentina,ARG,South America,Americas,Km2,2002,10.0,2002,11.0,61.4631882611914
2002-0494-ARG,2002,494,Natural,Meteorological,Extreme temperature,Argentina,ARG,South America,Americas,Â°C,2002,7.0,2002,7.0,61.4631882611914
2002-0723-ARG,2002,723,Natural,Meteorological,Storm,Argentina,ARG,South America,Americas,Kph,2002,10.0,2002,10.0,61.4631882611914
2002-0422-BOL,2002,422,Natural,Meteorological,Storm,Bolivia (Plurinational State of),BOL,South America,Americas,Kph,2002,6.0,2002,7.0,61.4631882611914
2002-0525-BOL,2002,525,Natural,Climatological,Wildfire,Bolivia (Plurinational State of),BOL,South America,Americas,Km2,2002,8.0,2002,8.0,61.4631882611914
2002-0154-BRA,2002,154,Natural,Biological,Epidemic,Brazil,BRA,South America,Americas,Vaccinated,2002,1.0,2002,4.0,61.4631882611914
2002-9605-BRA,2002,9605,Natural,Climatological,Drought,Brazil,BRA,South America,Americas,Km2,2002,9.0,2002,,61.4631882611914
2002-0830-BRA,2002,830,Natural,Hydrological,Landslide,Brazil,BRA,South America,Americas,,2002,12.0,2002,12.0,61.4631882611914
2002-0617-BRB,2002,617,Natural,Meteorological,Storm,Barbados,BRB,Caribbean,Americas,Kph,2002,9.0,2002,9.0,61.4631882611914
2002-0404-CAN,2002,404,Natural,Hydrological,Flood,Canada,CAN,Northern America,Americas,Km2,2002,6.0,2002,6.0,61.4631882611914
2002-0409-CAN,2002,409,Natural,Climatological,Wildfire,Canada,CAN,Northern America,Americas,Km2,2002,7.0,2002,7.0,61.4631882611914
2002-0687-CAN,2002,687,Natural,Biological,Epidemic,Canada,CAN,Northern America,Americas,Vaccinated,2002,9.0,2002,10.0,61.4631882611914
2002-0858-CAN,2002,858,Natural,Biological,Epidemic,Canada,CAN,Northern America,Americas,Vaccinated,2003,2.0,2003,6.0,61.4631882611914
2002-0546-CHL,2002,546,Natural,Hydrological,Flood,Chile,CHL,South America,Americas,Km2,2002,8.0,2002,8.0,61.4631882611914
2002-0847-CHL,2002,847,Natural,Hydrological,Flood,Chile,CHL,South America,Americas,Km2,2002,10.0,2002,11.0,61.4631882611914
2002-0495-CHL,2002,495,Natural,Meteorological,Extreme temperature,Chile,CHL,South America,Americas,Â°C,2002,7.0,2002,7.0,61.4631882611914
2002-0089-CHL,2002,89,Natural,Climatological,Wildfire,Chile,CHL,South America,Americas,Km2,2002,2.0,2002,2.0,61.4631882611914
2003-0047-BOL,2003,47,Natural,Hydrological,Flood,Bolivia (Plurinational State of),BOL,South America,Americas,Km2,2003,1.0,2003,1.0,62.8584595000413
2003-0028-BRA,2003,28,Natural,Hydrological,Flood,Brazil,BRA,South America,Americas,Km2,2003,1.0,2003,1.0,62.8584595000413
2003-0080-ARG,2003,80,Natural,Hydrological,Flood,Argentina,ARG,South America,Americas,Km2,2003,2.0,2003,2.0,62.8584595000413
2003-0012-BOL,2003,12,Natural,Hydrological,Flood,Bolivia (Plurinational State of),BOL,South America,Americas,Km2,2003,1.0,2003,1.0,62.8584595000413
2003-0153-BOL,2003,153,Natural,Hydrological,Landslide,Bolivia (Plurinational State of),BOL,South America,Americas,,2003,3.0,2003,3.0,62.8584595000413
2003-0087-CAN,2003,87,Natural,Hydrological,Flood,Canada,CAN,Northern America,Americas,Km2,2003,2.0,2003,2.0,62.8584595000413
2003-0042-CHL,2003,42,Natural,Climatological,Wildfire,Chile,CHL,South America,Americas,Km2,2003,1.0,2003,1.0,62.8584595000413
2001-9383-HND,2001,9383,Natural,Climatological,Drought,Honduras,HND,Central America,Americas,Km2,2001,7.0,2004,,60.5035788853056
2001-9383-GTM,2001,9383,Natural,Climatological,Drought,Guatemala,GTM,Central America,Americas,Km2,2001,9.0,2001,,60.5035788853056
2001-0343-COL,2001,343,Natural,Meteorological,Storm,Colombia,COL,South America,Americas,Kph,2001,6.0,2001,6.0,60.5035788853056
2001-0156-COL,2001,156,Natural,Hydrological,Flood,Colombia,COL,South America,Americas,Km2,2001,4.0,2001,4.0,60.5035788853056
2001-0712-COL,2001,712,Natural,Hydrological,Flood,Colombia,COL,South America,Americas,Km2,2001,12.0,2001,12.0,60.5035788853056
2001-0395-COL,2001,395,Natural,Hydrological,Landslide,Colombia,COL,South America,Americas,,2001,6.0,2001,6.0,60.5035788853056
2001-0637-COL,2001,637,Natural,Hydrological,Landslide,Colombia,COL,South America,Americas,,2001,11.0,2001,11.0,60.5035788853056
2001-0499-COL,2001,499,Natural,Climatological,Wildfire,Colombia,COL,South America,Americas,Km2,2001,8.0,2001,8.0,60.5035788853056
2001-0738-CRI,2001,738,Natural,Hydrological,Flood,Costa Rica,CRI,Central America,Americas,Km2,2001,10.0,2001,10.0,60.5035788853056
2001-0612-CUB,2001,612,Natural,Meteorological,Storm,Cuba,CUB,Caribbean,Americas,Kph,2001,11.0,2001,11.0,60.5035788853056
2001-0611-CYM,2001,611,Natural,Meteorological,Storm,Cayman Islands (the),CYM,Caribbean,Americas,Kph,2001,10.0,2001,11.0,60.5035788853056
2001-0570-DOM,2001,570,Natural,Meteorological,Storm,Dominican Republic (the),DOM,Caribbean,Americas,Kph,2001,10.0,2001,10.0,60.5035788853056
2001-0456-ECU,2001,456,Natural,Geophysical,Volcanic activity,Ecuador,ECU,South America,Americas,,2001,8.0,2001,8.0,60.5035788853056
2001-0186-ECU,2001,186,Natural,Hydrological,Flood,Ecuador,ECU,South America,Americas,Km2,2001,3.0,2001,3.0,60.5035788853056
2001-0252-ECU,2001,252,Natural,Hydrological,Flood,Ecuador,ECU,South America,Americas,Km2,2001,6.0,2001,6.0,60.5035788853056
2001-0570-GTM,2001,570,Natural,Meteorological,Storm,Guatemala,GTM,Central America,Americas,Kph,2001,10.0,2001,10.0,60.5035788853056
2001-0753-GTM,2001,753,Natural,Meteorological,Extreme temperature,Guatemala,GTM,Central America,Americas,Â°C,2001,11.0,2001,11.0,60.5035788853056
2001-0603-HND,2001,603,Natural,Meteorological,Storm,Honduras,HND,Central America,Americas,Kph,2001,10.0,2001,11.0,60.5035788853056
2001-0207-HTI,2001,207,Natural,Hydrological,Flood,Haiti,HTI,Caribbean,Americas,Km2,2001,5.0,2001,5.0,60.5035788853056
2001-0611-HTI,2001,611,Natural,Meteorological,Storm,Haiti,HTI,Caribbean,Americas,Kph,2001,10.0,2001,11.0,60.5035788853056
2001-0615-JAM,2001,615,Natural,Meteorological,Storm,Jamaica,JAM,Caribbean,Americas,Kph,2001,11.0,2001,11.0,60.5035788853056
2001-0559-MEX,2001,559,Natural,Hydrological,Flood,Mexico,MEX,Central America,Americas,Km2,2001,9.0,2001,9.0,60.5035788853056
2001-0488-MEX,2001,488,Natural,Meteorological,Storm,Mexico,MEX,Central America,Americas,Kph,2001,7.0,2001,7.0,60.5035788853056
2001-0562-MEX,2001,562,Natural,Meteorological,Storm,Mexico,MEX,Central America,Americas,Kph,2001,9.0,2001,10.0,60.5035788853056
2001-0570-MEX,2001,570,Natural,Meteorological,Storm,Mexico,MEX,Central America,Americas,Kph,2001,10.0,2001,10.0,60.5035788853056
2001-0572-MEX,2001,572,Natural,Meteorological,Storm,Mexico,MEX,Central America,Americas,Kph,2001,10.0,2001,10.0,60.5035788853056
2001-0735-MEX,2001,735,Natural,Meteorological,Storm,Mexico,MEX,Central America,Americas,Kph,2001,8.0,2001,8.0,60.5035788853056
2002-0125-ECU,2002,125,Natural,Hydrological,Flood,Ecuador,ECU,South America,Americas,Km2,2002,3.0,2002,4.0,61.4631882611914
2002-0339-COL,2002,339,Natural,Hydrological,Flood,Colombia,COL,South America,Americas,Km2,2002,6.0,2002,6.0,61.4631882611914
2002-0636-GRD,2002,636,Natural,Meteorological,Storm,Grenada,GRD,Caribbean,Americas,Kph,2002,9.0,2002,9.0,61.4631882611914
2002-0321-HTI,2002,321,Natural,Hydrological,Flood,Haiti,HTI,Caribbean,Americas,Km2,2002,5.0,2002,6.0,61.4631882611914
2002-0325-JAM,2002,325,Natural,Hydrological,Flood,Jamaica,JAM,Caribbean,Americas,Km2,2002,5.0,2002,6.0,61.4631882611914
2002-0839-COL,2002,839,Natural,Hydrological,Flood,Colombia,COL,South America,Americas,Km2,2002,7.0,2002,8.0,61.4631882611914
2002-0657-HTI,2002,657,Natural,Meteorological,Storm,Haiti,HTI,Caribbean,Americas,Kph,2002,9.0,2002,9.0,61.4631882611914
2002-0627-JAM,2002,627,Natural,Meteorological,Storm,Jamaica,JAM,Caribbean,Americas,Kph,2002,9.0,2002,9.0,61.4631882611914
2002-0307-COL,2002,307,Natural,Hydrological,Flood,Colombia,COL,South America,Americas,Km2,2002,4.0,2002,4.0,61.4631882611914
2002-0728-COL,2002,728,Natural,Hydrological,Landslide,Colombia,COL,South America,Americas,,2002,10.0,2002,10.0,61.4631882611914
2002-0845-COL,2002,845,Natural,Hydrological,Flood,Colombia,COL,South America,Americas,Km2,2002,11.0,2002,11.0,61.4631882611914
2002-0263-CRI,2002,263,Natural,Hydrological,Flood,Costa Rica,CRI,Central America,Americas,Km2,2002,5.0,2002,5.0,61.4631882611914
2002-0755-CRI,2002,755,Natural,Hydrological,Flood,Costa Rica,CRI,Central America,Americas,Km2,2002,11.0,2002,12.0,61.4631882611914
2002-0359-CUB,2002,359,Natural,Hydrological,Flood,Cuba,CUB,Caribbean,Americas,Km2,2002,6.0,2002,6.0,61.4631882611914
2002-0604-CUB,2002,604,Natural,Meteorological,Storm,Cuba,CUB,Caribbean,Americas,Kph,2002,9.0,2002,9.0,61.4631882611914
2002-0636-CUB,2002,636,Natural,Meteorological,Storm,Cuba,CUB,Caribbean,Americas,Kph,2002,10.0,2002,10.0,61.4631882611914
2002-0626-CYM,2002,626,Natural,Meteorological,Storm,Cayman Islands (the),CYM,Caribbean,Americas,Kph,2002,9.0,2002,10.0,61.4631882611914
2002-0656-CYM,2002,656,Natural,Meteorological,Storm,Cayman Islands (the),CYM,Caribbean,Americas,Kph,2002,9.0,2002,9.0,61.4631882611914
2002-0840-DOM,2002,840,Natural,Hydrological,Flood,Dominican Republic (the),DOM,Caribbean,Americas,Km2,2002,5.0,2002,6.0,61.4631882611914
2002-0437-ECU,2002,437,Natural,Geophysical,Mass movement (dry),Ecuador,ECU,South America,Americas,,2002,7.0,2002,7.0,61.4631882611914
2002-0693-ECU,2002,693,Natural,Geophysical,Volcanic activity,Ecuador,ECU,South America,Americas,,2002,11.0,2002,11.0,61.4631882611914
2002-0846-ECU,2002,846,Natural,Geophysical,Volcanic activity,Ecuador,ECU,South America,Americas,,2002,10.0,2002,10.0,61.4631882611914
2002-0503-ECU,2002,503,Natural,Biological,Epidemic,Ecuador,ECU,South America,Americas,Vaccinated,2002,1.0,2002,8.0,61.4631882611914
2002-0162-ECU,2002,162,Natural,Hydrological,Flood,Ecuador,ECU,South America,Americas,Km2,2002,3.0,2002,3.0,61.4631882611914
2002-0087-GTM,2002,87,Natural,Geophysical,Volcanic activity,Guatemala,GTM,Central America,Americas,,2002,2.0,2002,2.0,61.4631882611914
2002-0103-GTM,2002,103,Natural,Hydrological,Flood,Guatemala,GTM,Central America,Americas,Km2,2002,2.0,2002,2.0,61.4631882611914
2002-0849-GTM,2002,849,Natural,Meteorological,Storm,Guatemala,GTM,Central America,Americas,Kph,2002,9.0,2002,9.0,61.4631882611914
2002-0516-GTM,2002,516,Natural,Biological,Epidemic,Guatemala,GTM,Central America,Americas,Vaccinated,2002,7.0,2002,7.0,61.4631882611914
2002-0583-GTM,2002,583,Natural,Hydrological,Landslide,Guatemala,GTM,Central America,Americas,,2002,9.0,2002,9.0,61.4631882611914
2002-0598-HND,2002,598,Natural,Hydrological,Flood,Honduras,HND,Central America,Americas,Km2,2002,9.0,2002,9.0,61.4631882611914
2002-0329-HND,2002,329,Natural,Hydrological,Flood,Honduras,HND,Central America,Americas,Km2,2002,5.0,2002,6.0,61.4631882611914
2002-0418-HND,2002,418,Natural,Biological,Epidemic,Honduras,HND,Central America,Americas,Vaccinated,2002,1.0,2002,6.0,61.4631882611914
2002-9838-HND,2002,9838,Natural,Climatological,Drought,Honduras,HND,Central America,Americas,Km2,2002,1.0,2002,,61.4631882611914
2002-0013-HND,2002,13,Natural,Hydrological,Flood,Honduras,HND,Central America,Americas,Km2,2002,1.0,2002,1.0,61.4631882611914
